CO,NO2,PM2.5,SO2,source_label,health_impact,Precautionary_Measures,AQI
4.25,78.17,54.26,6.96,Traffic congestion,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,29.255
0.329,10.34,12.86,1.0,Natural background air,Moderate,Keep an eye on air quality updates hourly,6.5945
4.141,56.03,39.61,2.22,Traffic congestion,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,21.8755
1.25,14.19,224.78,5.4,Construction dust,Very unhealthy,Use an air filter or purifier in your home,113.015
6.647,25.84,189.43,0.24,Waste burning,Very unhealthy,"Cancel all outdoor activities, including school sports",98.0385
1.44,1.29,204.02,1.74,Construction dust,Very unhealthy,It is strongly advised to remain indoors now,102.73
2.991,64.26,109.25,35.34,Industrial emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,56.1205
7.562,67.53,40.11,1.28,Traffic congestion,Unhealthy for sensitive groups,Avoid strenuous outdoor work or physical exercise,23.836
4.836,76.12,55.45,5.19,Traffic congestion,Unhealthy,Avoid all non-essential outdoor physical exertion,30.143
6.177,15.84,196.03,12.3,Waste burning,Very unhealthy,Keep windows sealed and use indoor air circulation,101.1035
1.733,39.29,78.82,48.69,Power plant emissions,Unhealthy,Ensure proper ventilation with an air filter system,40.2765
0.633,14.6,4.84,1.73,Natural background air,Moderate,Be mindful of your body's health reactions,2.7365
1.558,80.33,82.61,27.59,Industrial emissions,Very unhealthy,Postpone all unnecessary outdoor travel and work,42.084
0.744,0.39,160.7,7.8,Construction dust,Very unhealthy,"Cancel all outdoor activities, including school sports",80.722
0.111,2.97,0.23,3.14,Natural background air,Good,"Spend time outdoors, the air quality is excellent",0.1705
0.237,0.2,7.58,3.49,Natural background air,Good,No precautions are required at this time,3.9085
4.661,10.83,171.67,8.34,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,88.1655
3.442,71.15,72.13,30.97,Industrial emissions,Unhealthy,Stay indoors with windows and doors securely closed,37.786
1.968,56.52,75.39,23.54,Power plant emissions,Very unhealthy,Avoid exposure to outdoor air as much as possible,38.679
7.9,51.03,25.89,1.56,Traffic congestion,Moderate,Stay informed on daily air quality forecasts,16.895
1.108,13.96,0.13,3.74,Natural background air,Moderate,Keep an eye on air quality updates hourly,0.619
1.911,43.61,30.37,33.26,Power plant emissions,Moderate,Consider reducing prolonged outdoor physical activity,16.1405
5.078,2.69,116.63,3.59,Biomass burning,Unhealthy,Use an air purifier to improve indoor air quality,60.854
2.057,27.17,61.95,23.36,Power plant emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,32.0035
2.953,38.82,70.09,33.6,Power plant emissions,Unhealthy,Stay indoors with windows and doors securely closed,36.5215
5.757,32.19,47.59,1.77,Traffic congestion,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,26.6735
2.038,71.42,54.16,36.92,Industrial emissions,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,28.099
1.829,2.5,142.69,0.85,Construction dust,Unhealthy,Use an air purifier to improve indoor air quality,72.2595
8.953,48.65,29.45,5.22,Traffic congestion,Moderate,Continue with normal activities but remain vigilant,19.2015
8.756,55.42,28.04,5.37,Traffic congestion,Moderate,Enjoy outdoor activities but with caution,18.398
2.688,34.92,51.09,22.16,Power plant emissions,Unhealthy for sensitive groups,Vulnerable populations advised to avoid outdoor exposure,26.889
1.871,13.68,158.47,0.39,Construction dust,Very unhealthy,Keep windows sealed and use indoor air circulation,80.1705
2.312,44.27,63.86,40.8,Power plant emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,33.086
0.127,8.28,271.56,9.97,Construction dust,Hazardous,Evacuate from affected areas if public safety permits,135.8435
4.732,0.87,95.64,5.59,Biomass burning,Unhealthy,Avoid all non-essential outdoor physical exertion,50.186
1.035,44.55,78.08,27.52,Industrial emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,39.5575
6.112,36.56,57.36,8.77,Traffic congestion,Unhealthy,Use an air purifier to improve indoor air quality,31.736
0.386,2.87,258.61,2.66,Construction dust,Hazardous,All outdoor activity must cease for a short period,129.498
0.136,2.91,5.36,3.69,Natural background air,Good,No precautions are required at this time,2.748
2.859,72.86,61.49,17.47,Industrial emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,32.1745
5.471,19.1,178.72,0.02,Biomass burning,Very unhealthy,Avoid exposure to outdoor air as much as possible,92.0955
8.384,78.82,43.07,3.23,Traffic congestion,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,25.727
0.715,4.16,16.07,3.46,Natural background air,Moderate,Be mindful of your body's health reactions,8.3925
2.352,55.19,78.14,39.22,Power plant emissions,Unhealthy,Stay indoors with windows and doors securely closed,40.246
2.812,6.19,66.56,4.59,Domestic cooking/heating smoke,Unhealthy,Consider wearing an N95 respirator mask outdoors,34.686
1.499,14.47,1.84,0.27,Natural background air,Moderate,Keep an eye on air quality updates hourly,1.6695
5.376,23.01,166.66,13.2,Waste burning,Very unhealthy,Keep windows sealed and use indoor air circulation,86.018
1.332,37.31,77.0,30.95,Power plant emissions,Unhealthy for sensitive groups,Vulnerable populations advised to avoid outdoor exposure,39.166
3.207,22.11,140.71,9.09,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,71.9585
8.864,74.91,36.13,1.1,Traffic congestion,Unhealthy for sensitive groups,Avoid strenuous outdoor work or physical exercise,22.497
4.907,26.66,112.94,6.63,Waste burning,Unhealthy,Postpone outdoor sports and strenuous activities today,58.9235
0.53,10.29,290.83,2.68,Construction dust,Hazardous,All individuals should immediately seek indoor shelter,145.68
5.311,19.3,214.21,5.08,Waste burning,Very unhealthy,Keep windows sealed and use indoor air circulation,109.7605
2.439,20.82,109.09,8.45,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,55.7645
6.398,32.56,158.1,3.24,Waste burning,Very unhealthy,It is strongly advised to remain indoors now,82.249
4.387,8.24,158.47,5.45,Biomass burning,Very unhealthy,Keep windows sealed and use indoor air circulation,81.4285
1.407,6.04,285.69,6.5,Construction dust,Hazardous,Follow all official warnings and emergency protocols,143.5485
0.606,9.57,183.65,9.28,Construction dust,Very unhealthy,Postpone all unnecessary outdoor travel and work,92.128
1.639,13.58,2.99,2.66,Natural background air,Moderate,Stay informed on daily air quality forecasts,2.3145
1.903,4.8,276.39,8.81,Construction dust,Hazardous,Outdoor activities are dangerous for all population groups,139.1465
8.177,49.95,57.79,1.38,Traffic congestion,Unhealthy,Avoid all non-essential outdoor physical exertion,32.9835
0.954,14.92,242.57,0.74,Construction dust,Very unhealthy,Wear a certified respirator mask when stepping outside,121.762
4.573,56.7,39.36,9.82,Traffic congestion,Unhealthy for sensitive groups,Avoid strenuous outdoor work or physical exercise,21.9665
1.491,79.95,98.86,21.3,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,50.1755
3.722,9.82,63.55,5.83,Domestic cooking/heating smoke,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,33.636
5.111,10.81,92.49,2.42,Biomass burning,Unhealthy,Consider wearing an N95 respirator mask outdoors,48.8005
0.829,10.34,8.6,1.39,Natural background air,Moderate,Enjoy outdoor activities but with caution,4.7145
3.942,17.77,152.75,8.27,Biomass burning,Very unhealthy,It is strongly advised to remain indoors now,78.346
1.295,14.53,248.8,9.25,Construction dust,Very unhealthy,Postpone all unnecessary outdoor travel and work,125.0475
4.014,15.81,78.71,4.18,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,41.362
1.036,52.82,118.34,35.24,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,59.688
4.909,1.02,111.66,0.6,Biomass burning,Unhealthy,Ensure proper ventilation with an air filter system,58.2845
0.338,6.91,175.97,0.35,Construction dust,Very unhealthy,Avoid exposure to outdoor air as much as possible,88.154
3.831,19.67,97.74,2.02,Biomass burning,Unhealthy,Consider wearing an N95 respirator mask outdoors,50.7855
1.539,52.64,118.03,20.34,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,59.7845
1.133,11.45,145.43,2.29,Construction dust,Unhealthy,Postpone outdoor sports and strenuous activities today,73.2815
3.612,79.34,90.12,33.72,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,46.866
6.83,45.77,51.17,5.03,Traffic congestion,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,29.0
6.702,19.9,120.82,2.38,Waste burning,Unhealthy,Consider wearing an N95 respirator mask outdoors,63.761
0.483,1.18,8.91,3.74,Natural background air,Good,Enjoy all outdoor activities with no restrictions,4.6965
1.59,38.05,58.23,28.32,Power plant emissions,Unhealthy,Use an air purifier to improve indoor air quality,29.91
3.275,42.2,52.53,23.77,Industrial emissions,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,27.9025
1.804,5.96,6.13,2.24,Natural background air,Moderate,Be mindful of your body's health reactions,3.967
2.421,16.78,116.22,7.42,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,59.3205
3.525,17.11,108.03,8.37,Biomass burning,Unhealthy,Ensure proper ventilation with an air filter system,55.7775
1.368,13.24,157.43,8.73,Construction dust,Very unhealthy,Use an air filter or purifier in your home,79.399
1.501,49.21,53.53,33.67,Industrial emissions,Unhealthy for sensitive groups,Children and seniors should reduce prolonged exertion outside,27.5155
1.867,8.14,13.19,0.71,Natural background air,Moderate,Keep an eye on air quality updates hourly,7.5285
1.187,1.91,197.53,1.61,Construction dust,Very unhealthy,Avoid exposure to outdoor air as much as possible,99.3585
2.019,24.46,146.95,3.95,Domestic cooking/heating smoke,Unhealthy,Consider wearing an N95 respirator mask outdoors,74.4845
7.242,33.54,36.78,1.34,Traffic congestion,Unhealthy for sensitive groups,Children and seniors should reduce prolonged exertion outside,22.011
2.927,44.18,91.02,29.48,Industrial emissions,Very unhealthy,Use an air filter or purifier in your home,46.9735
2.251,45.75,67.08,40.58,Power plant emissions,Unhealthy,Stay indoors with windows and doors securely closed,34.6655
0.538,0.32,250.39,0.32,Construction dust,Hazardous,Close all building ventilation systems to the outside,125.464
5.737,40.22,41.23,3.53,Traffic congestion,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,23.4835
3.463,0.51,157.85,6.37,Biomass burning,Very unhealthy,Avoid exposure to outdoor air as much as possible,80.6565
1.983,11.56,5.26,2.51,Natural background air,Moderate,Stay informed on daily air quality forecasts,3.6215
0.388,8.05,288.33,8.35,Construction dust,Hazardous,Outdoor activities are dangerous for all population groups,144.359
2.735,50.06,35.31,43.5,Power plant emissions,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,19.0225
6.875,12.77,106.3,14.91,Waste burning,Unhealthy,Consider wearing an N95 respirator mask outdoors,56.5875
1.176,57.38,105.16,32.98,Industrial emissions,Unhealthy,Ensure proper ventilation with an air filter system,53.168
3.928,57.51,63.57,34.95,Industrial emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,33.749
4.116,10.69,100.39,6.49,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,52.253
5.453,66.39,50.2,6.41,Traffic congestion,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,27.8265
4.221,1.32,122.51,1.11,Biomass burning,Unhealthy,Consider wearing an N95 respirator mask outdoors,63.3655
1.48,63.62,51.64,21.92,Industrial emissions,Unhealthy for sensitive groups,Children and seniors should reduce prolonged exertion outside,26.56
1.817,11.72,124.47,3.27,Construction dust,Unhealthy,Avoid all non-essential outdoor physical exertion,63.1435
1.1,44.85,78.39,19.19,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,39.745
5.67,19.42,231.51,13.58,Waste burning,Very unhealthy,Wear a certified respirator mask when stepping outside,118.59
2.264,77.14,67.48,18.65,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,34.872
0.109,12.55,212.64,5.27,Construction dust,Very unhealthy,Postpone all unnecessary outdoor travel and work,106.3745
0.534,7.64,3.69,3.06,Natural background air,Good,"Spend time outdoors, the air quality is excellent",2.112
6.221,45.39,53.33,8.1,Traffic congestion,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,29.7755
1.765,0.3,255.74,4.74,Construction dust,Hazardous,Use high-quality N95 respirator masks if unavoidable,128.7525
1.007,12.45,239.86,3.38,Construction dust,Very unhealthy,Keep windows sealed and use indoor air circulation,120.4335
0.675,0.27,192.66,5.5,Construction dust,Very unhealthy,"Cancel all outdoor activities, including school sports",96.6675
3.087,41.16,93.75,24.53,Industrial emissions,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,48.4185
1.208,7.4,1.0,4.92,Natural background air,Moderate,Consider reducing prolonged outdoor physical activity,1.104
0.639,8.88,1.81,0.74,Natural background air,Good,It is a great day for outdoor recreation,1.2245
2.524,57.83,77.04,26.07,Power plant emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,39.782
1.835,30.91,34.68,21.48,Power plant emissions,Moderate,Stay informed on daily air quality forecasts,18.2575
2.907,14.09,132.54,1.37,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,67.7235
2.819,78.48,63.06,28.06,Industrial emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,32.9395
1.324,5.33,265.79,2.95,Construction dust,Hazardous,Use high-quality N95 respirator masks if unavoidable,133.557
1.271,59.23,78.22,25.75,Power plant emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,39.7455
3.811,1.92,67.73,9.51,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,35.7705
3.716,9.02,198.21,7.72,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,100.963
1.261,47.88,39.86,23.83,Power plant emissions,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,20.5605
4.673,6.95,150.08,1.39,Biomass burning,Very unhealthy,Wear a certified respirator mask when stepping outside,77.3765
0.104,1.7,121.7,9.99,Construction dust,Unhealthy,Postpone outdoor sports and strenuous activities today,60.902
0.649,14.18,7.07,2.3,Natural background air,Moderate,Enjoy outdoor activities but with caution,3.8595
1.332,7.87,235.45,3.38,Construction dust,Very unhealthy,Use an air filter or purifier in your home,118.391
1.795,42.03,56.67,39.23,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,29.2325
